name,ccb,logmh,ccr,dedeg,fhi,morphel,modelu_rcorr,r50,fg,fc,fa,r90,modelu_j,den1mpc,grp,absrmag,grpcz,fmorphel,cz,radeg,logmstar
ECO09791,1.0,10.91,1.04,44.946,1,L,1.88,9.9,0,1,0,24.3,1.99,0.54,6997,-18.24,5756.0,1,5756.0,178.877,9.19
ECO09792,1.0,12.68,1.04,25.931,1,L,2.0,9.7,0,0,1,31.3,3.5,3.14,1194,-21.24,6199.0,2,6105.8,161.678,10.47
ECO09793,1.0,10.84,1.22,44.956,1,L,0.78,3.9,0,1,0,9.0,2.41,2.21,6998,-17.87,7158.9,1,7158.9,186.047,8.63
ECO09794,1.0,10.97,1.17,45.122,1,L,1.89,5.8,0,1,0,13.9,3.02,1.44,6999,-17.83,6385.5,2,6427.4,166.532,8.99
ECO09795,1.0,11.24,1.07,45.129,1,L,1.28,7.2,0,1,0,13.8,2.93,0.4,7000,-19.73,7431.8,1,7431.8,191.012,9.71
ECO09796,1.0,10.86,1.18,45.139,1,L,0.85,10.3,0,1,0,21.0,2.18,0.25,7001,-17.97,4774.5,1,4774.5,158.499,8.63
ECO09797,1.0,12.33,1.06,45.179,1,L,1.1,9.5,0,0,0,22.9,2.26,2.65,2865,-18.61,7220.6,2,7208.0,186.293,9.31
ECO09798,1.0,11.06,1.12,45.187,1,L,1.42,4.5,0,1,0,8.7,3.32,0.32,7002,-19.0,7049.5,1,7049.5,168.184,9.35
ECO09799,1.0,11.79,1.34,45.204,1,L,1.24,5.2,0,0,0,11.9,18.38,0.77,7003,-17.59,6249.1,2,6342.2,166.925,8.65
ECO09800,1.0,11.79,1.14,45.214,1,L,0.86,7.4,0,0,0,21.8,1.98,0.78,7003,-18.08,6249.1,2,6180.7,167.04,8.77
ECO09801,1.0,13.22,1.11,45.218,1,L,1.04,4.7,0,0,0,10.0,3.04,2.36,451,-18.3,6550.2,1,6399.4,165.811,9.07
ECO09802,1.0,12.33,1.09,45.236,1,L,1.56,7.9,0,0,0,15.6,3.53,2.73,2865,-19.75,7220.6,1,7305.9,186.314,9.79
ECO09803,1.0,11.96,1.01,26.543,1,L,0.81,15.3,0,1,1,34.3,2.5,3.09,6256,-21.28,6196.8,2,6230.8,161.761,10.03
ECO09804,1.0,11.02,1.09,45.264,1,L,1.29,6.7,0,1,0,16.0,2.62,0.49,7004,-18.79,7388.4,1,7388.4,159.258,8.99
ECO09805,1.0,11.23,1.12,45.325,1,L,1.42,7.7,0,1,0,24.3,6.87,0.3,7005,-19.66,6787.6,2,6787.6,161.254,9.53
ECO09806,1.0,11.1,1.15,45.4,1,L,1.11,2.7,0,1,0,5.5,2.56,0.77,503,-18.14,6893.5,1,6923.0,158.558,8.81
ECO09807,1.0,10.93,1.13,45.506,1,L,1.36,4.3,0,1,0,8.9,2.98,2.46,7006,-18.34,7260.6,1,7260.6,186.753,8.89
ECO09808,1.0,11.15,1.09,45.539,1,E,2.05,5.2,0,1,0,15.1,3.67,1.92,7007,-19.35,7316.7,2,7316.7,186.556,9.71
ECO09809,1.0,11.2,1.09,45.573,1,L,1.03,3.9,0,1,0,9.6,3.28,0.52,7008,-19.55,7390.6,1,7390.6,175.627,9.57
ECO09810,1.0,10.89,1.15,45.586,1,L,1.11,5.2,0,1,0,12.1,2.77,0.16,7009,-18.14,5297.6,1,5297.6,207.807,8.85
ECO09811,1.0,10.94,1.09,45.589,1,L,1.05,5.7,0,1,0,14.2,2.76,0.35,7010,-18.38,7029.9,1,7029.9,155.828,8.89
ECO09812,1.0,10.82,1.28,45.593,1,L,1.23,5.3,0,1,0,11.0,18.61,0.5,7011,-17.75,7449.8,2,7449.8,172.996,8.73
ECO09813,1.0,11.55,1.1,35.336,1,L,1.13,6.7,0,1,0,16.0,3.35,0.46,7012,-20.62,7038.8,1,7038.8,161.803,10.09
ECO09814,1.0,10.92,1.1,45.611,1,L,0.9,6.9,0,1,0,16.6,2.32,0.23,7013,-18.29,6651.0,1,6651.0,178.059,8.83
ECO09815,1.0,10.8,1.3,45.677,1,L,0.9,5.5,0,1,0,11.3,2.35,0.27,7014,-17.68,3361.4,1,3361.4,180.486,8.49
ECO09816,1.0,10.85,1.18,45.7,1,L,1.17,7.5,0,1,0,20.8,2.23,0.23,7015,-17.95,5226.7,2,5226.7,141.838,8.81
ECO09817,1.0,10.87,1.17,45.754,1,L,1.02,6.6,0,1,0,13.5,1.69,0.22,7016,-18.05,6097.8,2,6097.8,170.842,8.59
ECO09818,1.0,11.02,1.13,45.806,1,L,0.91,5.2,0,1,0,13.6,2.66,0.48,7017,-18.81,7264.3,1,7264.3,191.862,8.95
ECO09819,1.0,10.93,1.15,45.819,1,L,0.99,3.7,0,1,0,10.2,2.37,0.28,7018,-18.33,6963.3,1,6963.3,164.362,8.81
ECO09820,1.0,11.19,1.1,45.82,1,L,1.25,5.5,0,1,0,15.5,2.56,0.64,7019,-19.51,7264.0,1,7264.0,179.773,9.41
ECO09821,1.0,10.9,1.08,45.865,1,L,1.26,7.6,0,1,0,14.7,3.04,0.39,7020,-18.17,6898.5,2,6898.5,185.441,8.91
ECO09822,1.0,11.11,1.05,45.907,1,L,2.27,4.0,0,1,0,9.5,4.03,0.96,7021,-19.21,7437.8,1,7437.8,166.689,9.79
ECO09823,1.0,11.8,1.31,45.913,1,L,0.96,5.9,0,0,0,13.9,2.99,0.34,7022,-17.72,5561.7,1,5459.9,170.98,8.67
ECO09824,1.0,11.54,1.07,7.238,1,L,2.02,5.6,1,1,1,16.9,3.91,0.59,7023,-19.92,5979.4,1,5891.5,161.774,9.95
ECO09825,1.0,11.2,1.1,45.933,1,L,1.15,4.2,0,1,0,9.4,3.37,0.86,7024,-19.56,7338.3,1,7338.3,189.958,9.81
ECO09826,1.0,10.89,1.12,45.939,1,L,0.7,7.9,0,1,0,17.2,2.04,0.77,7025,-18.13,5759.1,1,5759.1,177.61,8.77
ECO09827,1.0,13.3,1.13,45.944,1,L,1.1,6.3,0,0,0,12.5,2.85,2.45,1347,-19.36,7174.4,2,6839.0,186.0,9.35
ECO09828,1.0,10.85,1.15,45.949,1,L,1.65,4.2,0,1,0,8.3,3.44,0.79,7026,-17.92,7265.3,1,7265.3,154.624,8.89
ECO09829,1.0,11.0,1.08,45.96,1,E,1.45,2.1,0,1,0,6.3,2.97,0.64,7027,-18.69,7255.5,1,7255.5,190.689,9.31
ECO09830,1.0,11.02,1.11,45.962,1,L,1.1,4.8,0,1,0,10.4,3.18,0.39,7028,-18.78,7275.9,1,7275.9,132.145,9.21
ECO09831,1.0,10.82,1.33,45.97,1,L,0.95,5.2,0,1,0,12.4,2.28,0.57,7029,-17.76,7223.7,1,7223.7,179.362,8.41
ECO09832,1.0,13.3,1.14,45.976,1,L,1.02,8.8,0,0,0,22.6,2.71,2.56,1347,-19.88,7174.4,1,6950.5,186.296,9.51
ECO09833,1.0,11.1,1.12,45.977,1,L,0.94,7.4,0,1,0,17.0,2.34,0.55,7030,-19.16,7339.6,1,7339.6,176.527,9.19
ECO09834,1.0,11.02,1.05,45.983,1,L,1.76,5.3,0,1,0,11.2,3.66,1.55,7031,-18.8,6701.7,2,6701.7,163.952,9.57
ECO09835,1.0,11.54,1.07,7.261,1,L,1.69,10.5,1,0,1,21.5,3.45,0.6,7023,-19.76,5979.4,1,6067.3,161.784,9.95
ECO09836,1.0,10.83,1.25,46.011,1,L,0.7,4.8,0,1,0,10.6,2.04,0.26,7032,-17.81,5458.9,1,5458.9,160.294,8.53
ECO09837,1.0,10.98,1.11,46.045,1,E,1.37,3.0,0,1,0,8.1,3.12,0.56,7033,-18.63,7327.0,2,7327.0,176.299,9.19
ECO09838,1.0,10.83,1.24,46.083,1,L,1.28,4.6,0,1,0,9.6,2.46,0.5,7034,-17.8,7433.9,2,7433.9,171.498,8.65
ECO09839,1.0,11.15,1.11,46.133,1,L,1.33,4.3,0,1,0,12.9,2.75,0.45,7035,-19.34,5962.5,1,5962.5,234.814,9.25
ECO09840,1.0,10.89,1.14,46.145,1,L,1.22,6.1,0,1,0,12.4,2.2,1.53,7036,-18.14,7349.8,2,7349.8,186.732,8.83
ECO09841,1.0,11.13,1.14,46.16,1,L,1.03,5.7,0,1,0,12.4,2.64,0.45,7037,-19.29,7283.9,1,7283.9,175.248,9.31
ECO09842,1.0,11.23,1.06,46.279,1,E,2.28,3.4,0,1,0,8.8,4.04,1.0,7038,-19.68,7433.8,2,7433.8,186.18,10.01
ECO09843,1.0,10.81,1.29,46.288,1,L,1.22,8.1,0,1,0,19.2,2.71,0.77,7039,-17.73,5775.4,2,5775.4,164.144,8.65
ECO09844,1.0,11.48,1.34,46.295,1,E,1.35,1.8,0,0,0,4.1,18.75,0.42,3975,-17.52,7119.4,1,7119.9,132.204,8.59
ECO09845,1.0,10.86,1.17,46.32,1,L,1.09,5.1,0,1,0,10.6,2.82,0.35,7040,-17.98,6034.7,1,6034.7,227.76,8.75
ECO09846,1.0,11.55,1.08,35.728,1,L,0.77,16.2,0,0,0,44.3,1.69,0.63,3985,-19.6,3121.5,1,3128.2,135.065,9.17
ECO09847,1.0,11.91,1.05,6.048,1,E,2.32,8.1,1,1,1,30.0,4.17,0.45,7041,-21.4,5664.9,1,5664.9,161.861,10.65
ECO09848,1.0,10.94,1.02,46.344,1,L,1.28,8.4,0,1,0,22.4,3.51,1.79,7042,-18.37,6514.7,1,6514.7,165.138,9.05
ECO09849,1.0,10.9,1.16,46.403,1,L,0.86,5.9,0,1,0,15.1,2.3,0.39,7043,-18.19,5695.0,2,5695.0,165.236,8.79
ECO09850,1.0,10.88,1.11,46.476,1,L,1.6,5.2,0,1,0,14.6,3.03,1.14,7044,-18.11,7252.0,2,7252.0,154.052,8.91
ECO09851,1.0,11.9,1.14,46.522,1,L,1.21,5.9,0,0,0,7.9,2.41,1.84,471,-18.84,6753.4,1,6529.1,163.565,8.83
ECO09852,1.0,10.9,1.16,46.527,1,L,1.0,3.8,0,1,0,10.0,17.92,0.62,7045,-18.18,7393.1,1,7393.1,169.407,8.73
ECO09853,1.0,10.88,1.15,46.563,1,L,1.24,7.0,0,1,0,15.3,2.67,0.87,7046,-18.06,7398.2,2,7398.2,154.37,8.77
ECO09854,1.0,11.03,1.06,46.565,1,L,0.77,12.9,0,1,0,28.5,2.91,1.76,7047,-18.85,6691.4,1,6691.4,165.258,9.19
ECO09855,1.0,11.22,1.13,46.617,1,L,0.95,11.4,0,1,0,23.4,2.58,1.58,7048,-19.63,7348.6,2,7348.6,185.452,9.45
ECO09856,1.0,11.78,1.18,46.635,1,E,2.29,3.3,0,1,0,15.8,4.02,1.19,2804,-20.51,7147.5,1,7177.7,184.334,10.37
ECO09857,1.0,11.07,1.09,46.66,1,E,1.93,3.6,0,1,0,11.4,3.28,0.49,7049,-19.04,6019.7,2,6019.7,236.106,9.51
ECO09858,1.0,12.22,1.01,26.295,1,L,2.0,18.8,0,1,1,43.0,3.36,1.08,7050,-21.56,6516.1,2,6462.9,161.914,10.59
ECO09859,1.0,11.53,1.29,46.667,1,L,0.82,5.1,0,0,0,10.6,2.56,1.23,4567,-17.76,7368.6,2,7347.4,188.28,8.53
ECO09860,1.0,10.75,1.47,46.696,1,E,1.16,2.5,0,1,0,6.9,2.39,0.38,7051,-17.38,5071.6,1,5071.6,142.299,8.37
ECO09861,1.0,10.9,1.13,46.708,1,L,1.09,6.4,0,1,0,12.5,2.52,0.76,7052,-18.2,7426.7,2,7426.7,190.908,8.87
ECO09862,1.0,10.98,1.09,46.709,1,L,1.21,8.6,0,1,0,18.8,2.26,0.16,7053,-18.62,6745.4,2,6745.4,171.433,8.83
ECO09863,1.0,12.47,1.1,46.723,1,E,2.05,4.5,0,0,0,13.8,3.4,1.92,2776,-18.16,7288.1,1,7225.6,183.302,9.25
ECO09864,1.0,12.19,1.06,46.753,1,L,1.91,4.6,0,0,0,13.4,3.86,1.11,4158,-18.79,7211.6,1,7014.7,151.311,9.39
ECO09865,1.0,11.14,1.08,46.757,1,E,2.07,5.2,0,1,0,19.2,3.44,0.98,7054,-19.32,7429.7,1,7429.7,153.753,9.77
ECO09866,1.0,10.87,1.1,46.796,1,L,1.69,7.2,0,1,0,12.8,3.54,0.4,7055,-18.01,6125.3,2,6125.3,229.827,8.93
ECO09867,1.0,12.47,1.05,46.797,1,E,2.24,3.3,0,0,0,13.2,4.31,2.04,2776,-19.58,7288.1,2,7162.5,183.117,9.99
ECO09868,1.0,11.5,1.08,46.8,1,L,0.93,187.4,0,1,0,187.4,-1.14,0.27,7056,-20.51,4108.2,2,4108.2,216.033,8.49
ECO09869,1.0,11.45,1.14,11.077,2,L,1.1,39.5,0,1,1,79.3,2.69,0.47,7057,-20.13,2621.5,1,2584.7,161.923,9.87
ECO09870,1.0,11.18,1.13,46.891,1,L,0.84,5.3,0,1,0,15.3,2.51,0.69,4404,-18.8,5769.6,1,5798.4,178.051,8.99
ECO09871,1.0,12.47,1.05,46.912,1,L,1.23,5.8,0,0,0,12.5,3.4,2.12,2776,-18.33,7288.1,2,7413.0,183.057,9.03
ECO09872,1.0,11.17,1.08,46.913,1,L,1.53,4.0,0,1,0,10.3,3.42,1.25,7058,-19.16,7228.8,1,7289.9,153.214,9.61
ECO09873,1.0,11.17,1.22,46.913,1,L,1.41,4.8,0,0,0,10.2,2.57,1.26,7058,-17.85,7228.8,1,7167.7,153.241,8.71
ECO09874,1.0,10.98,1.13,46.97,1,L,1.1,3.9,0,1,0,12.3,3.07,0.3,7059,-18.59,6661.2,1,6661.2,168.064,8.95
ECO09875,1.0,11.28,1.18,47.009,1,L,0.82,6.5,0,0,0,15.2,18.18,1.66,781,-17.95,7334.3,1,7284.5,196.076,8.67
ECO09876,1.0,11.06,1.06,47.036,1,E,2.13,6.6,0,1,0,19.9,3.78,0.35,7060,-18.99,4346.8,2,4346.8,133.019,9.75
ECO09877,1.0,11.17,1.06,47.078,1,E,2.22,3.7,0,1,0,9.1,3.89,0.26,7061,-19.44,7159.2,1,7159.2,130.576,9.81
ECO09878,1.0,11.02,1.13,47.082,1,L,0.81,5.7,0,1,0,10.9,2.7,2.24,7062,-18.28,7293.3,2,7232.2,184.429,8.89
ECO09879,1.0,11.28,1.14,47.093,1,L,1.74,4.4,0,0,0,11.5,18.84,1.7,781,-17.95,7334.3,1,7217.0,195.955,8.83
ECO09880,1.0,11.19,1.03,47.124,1,L,2.08,7.0,0,1,0,14.6,4.16,0.75,7063,-19.52,7396.3,2,7396.3,197.581,10.05
ECO09881,1.0,11.02,1.12,47.21,1,L,1.07,8.8,0,1,0,18.5,2.59,0.2,7064,-18.79,4372.4,1,4372.4,187.574,9.21
ECO09882,1.0,11.02,1.1,47.247,1,L,1.23,7.2,0,1,0,20.3,2.33,0.31,7065,-18.79,5112.2,1,5112.2,202.615,9.21
ECO09883,1.0,11.07,1.13,47.261,1,L,0.97,7.5,0,1,0,19.3,2.57,2.33,7066,-19.04,7333.3,2,7333.3,184.105,9.11
ECO09884,1.0,10.88,1.15,47.269,1,L,0.89,6.9,0,1,0,17.0,2.54,0.29,7067,-18.06,4928.5,1,4928.5,171.033,8.89
ECO09885,1.0,10.95,1.06,47.28,1,E,1.24,2.4,0,1,0,4.9,3.11,1.17,7068,-18.46,7350.8,1,7350.8,152.995,9.19
ECO09886,1.0,10.81,1.27,47.282,1,L,1.13,2.9,0,1,0,5.8,2.86,0.86,7069,-17.69,7317.9,1,7317.9,192.366,8.67
ECO09887,1.0,11.0,1.09,47.302,1,L,0.96,6.3,0,1,0,14.2,2.11,0.99,7070,-18.72,7443.4,2,7443.4,189.025,8.97
ECO09888,1.0,12.17,1.07,47.347,1,E,1.4,2.5,0,0,0,7.6,3.4,2.22,2800,-19.06,7292.4,1,7333.6,184.306,9.53
ECO09889,1.0,11.0,1.06,47.371,1,L,1.2,12.8,0,1,0,25.5,2.48,0.28,7071,-18.69,5994.9,2,5994.9,167.577,9.23
ECO09890,1.0,12.22,1.15,26.251,1,L,1.02,5.4,0,0,1,15.3,3.04,1.1,7050,-20.51,6516.1,1,6569.3,161.97,10.15
ECO09891,1.0,12.5,1.08,47.376,1,L,0.96,7.7,0,0,0,15.1,2.62,1.62,1404,-18.42,7312.3,2,7106.7,195.848,8.97
ECO09892,1.0,12.5,1.04,47.381,1,E,2.26,2.5,0,0,0,15.3,3.89,1.68,1404,-19.31,7312.3,2,7344.7,195.793,9.95
ECO09893,1.0,10.89,1.11,47.431,1,L,1.94,4.2,0,1,0,8.7,3.49,1.53,7072,-18.12,7286.5,1,7286.5,195.601,9.19
ECO09894,1.0,11.94,1.11,47.51,1,E,2.0,4.4,0,0,0,15.1,3.27,2.7,4268,-17.93,6680.3,1,6730.2,163.913,9.17
ECO09895,1.0,10.91,1.1,47.51,1,L,1.16,6.9,0,1,0,14.6,2.36,2.19,7073,-18.23,6747.1,1,6747.1,164.35,8.87
ECO09896,1.0,12.17,1.22,47.545,1,L,1.13,8.2,0,0,0,17.9,18.22,2.16,2800,-17.89,7292.4,1,7220.4,184.19,8.69
ECO09897,1.0,12.37,1.08,47.564,1,L,2.01,6.6,0,0,0,17.6,3.78,2.63,437,-19.16,6680.5,2,6520.4,163.572,9.55
ECO09898,1.0,11.24,1.11,47.669,1,L,0.9,10.2,0,1,0,21.4,2.03,0.36,7074,-19.71,5991.4,2,5991.4,192.229,9.37
ECO09899,1.0,11.67,1.17,47.678,1,E,0.72,1.5,0,0,0,3.0,2.59,0.89,4616,-17.85,7291.7,1,7410.9,192.137,8.57
ECO09900,1.0,10.97,1.13,47.706,1,L,1.14,9.1,0,1,0,18.1,2.27,0.32,7075,-18.53,4475.7,2,4475.7,150.917,8.95
ECO09901,1.0,11.45,1.1,10.898,2,L,0.76,16.3,0,0,1,37.0,2.36,0.47,7057,-18.57,2621.5,1,2658.4,161.974,8.83
ECO09902,1.0,10.85,1.2,47.735,1,L,0.76,5.7,0,1,0,11.5,2.14,0.83,7076,-17.91,7329.9,2,7329.9,189.754,8.63
ECO09903,1.0,10.87,1.13,47.767,1,L,1.05,6.2,0,1,0,13.4,2.53,2.43,7077,-18.01,6630.5,1,6630.5,164.185,8.85
ECO09904,1.0,11.67,1.15,47.785,1,L,0.64,5.4,0,0,0,10.0,1.83,0.85,4616,-18.54,7291.7,1,7218.2,192.15,8.75
ECO09905,1.0,11.14,1.15,47.801,1,L,0.95,7.4,0,1,0,19.8,2.77,1.17,7078,-19.33,7441.0,1,7441.0,183.402,9.31
ECO09906,1.0,11.24,1.12,47.836,1,L,1.07,3.6,0,0,0,8.6,2.88,1.76,3931,-18.66,7284.5,1,7224.5,182.902,9.07
ECO09907,1.0,11.03,1.15,47.854,1,L,0.78,5.8,0,1,0,12.2,2.29,0.39,1208,-18.42,4868.9,2,4789.6,169.358,8.83
ECO09908,1.0,11.06,1.09,47.917,1,L,1.78,9.2,0,1,0,18.3,3.31,1.19,7079,-18.97,7344.8,2,7344.8,196.405,9.41
ECO09909,1.0,10.9,1.11,47.956,1,L,1.19,7.3,0,1,0,15.7,2.94,0.3,7080,-18.17,4733.7,2,4733.7,209.832,9.01
ECO09910,1.0,10.8,1.38,47.966,1,L,0.8,2.7,0,1,0,6.3,18.24,0.56,7081,-17.67,7428.3,1,7428.3,147.669,8.37
ECO09911,1.0,11.29,1.15,47.981,1,L,0.96,9.6,0,1,0,34.4,2.22,1.11,7082,-19.87,7220.8,2,7220.8,182.533,9.35
ECO09912,1.0,11.9,1.04,28.246,1,L,1.85,13.5,0,1,0,29.5,3.77,1.25,6354,-21.2,6253.3,2,6288.3,162.005,10.63
ECO09913,1.0,10.91,1.1,47.987,1,L,1.18,7.7,0,1,0,15.9,3.12,1.5,7083,-18.25,7380.3,2,7380.3,183.884,9.01
ECO09914,1.0,11.08,1.06,47.99,1,E,2.34,3.4,0,1,0,10.1,4.16,0.42,7084,-18.45,5370.0,1,5389.2,134.219,9.59
ECO09915,1.0,10.96,1.13,48.029,1,L,1.1,6.1,0,1,0,13.8,2.48,0.28,7085,-18.52,6091.5,1,6091.5,192.831,8.97
ECO09916,1.0,10.9,1.1,48.052,1,L,1.06,4.4,0,1,0,10.5,2.86,0.3,7086,-18.17,4711.4,2,4711.4,209.123,9.03
ECO09917,1.0,10.89,1.05,48.056,1,L,1.13,9.5,0,1,0,18.3,2.55,0.27,7087,-18.16,5822.6,1,5822.6,234.605,9.01
ECO09918,1.0,11.28,1.08,48.087,1,E,2.11,6.1,0,1,0,16.7,3.99,0.82,7088,-19.84,7401.0,2,7401.0,145.768,10.03
ECO09919,1.0,10.89,1.14,48.103,1,L,1.44,4.7,0,1,0,9.6,3.21,0.48,7089,-18.14,7417.2,1,7417.2,151.546,8.85
ECO09920,1.0,11.08,1.13,48.117,1,L,1.18,5.9,0,0,0,12.4,2.6,0.46,7084,-18.17,5370.0,2,5350.8,134.186,8.95
ECO09921,1.0,11.1,1.12,48.12,1,L,0.79,10.4,0,1,0,20.7,1.83,0.21,7090,-19.15,7202.3,1,7202.3,233.319,9.07
ECO09922,1.0,11.04,1.13,48.147,1,L,0.98,7.0,0,1,0,16.3,2.41,0.16,7091,-18.89,5743.8,2,5743.8,171.076,9.13
ECO09923,1.0,11.64,1.11,0.812,1,L,0.73,6.9,1,0,0,15.5,2.34,0.5,7092,-19.39,4619.8,1,4679.9,161.977,9.23
ECO09924,1.0,10.88,1.14,48.155,1,L,1.14,6.4,0,1,0,14.1,2.44,1.08,7093,-18.05,7399.3,1,7399.3,182.88,8.73
ECO09925,1.0,10.87,1.14,48.201,1,L,1.4,6.8,0,1,0,12.8,3.1,2.04,7094,-18.02,6634.2,2,6634.2,163.1,8.91
ECO09926,1.0,11.44,1.08,48.253,1,E,2.08,5.0,0,1,0,18.1,4.06,0.56,7095,-20.33,7467.1,2,7467.1,146.882,10.19
ECO09927,1.0,10.97,1.13,48.296,1,E,0.96,3.7,0,1,0,10.5,2.44,0.3,7096,-18.54,4481.5,1,4481.5,181.891,8.97
ECO09928,1.0,10.95,1.07,48.319,1,E,1.59,2.5,0,1,0,7.4,3.08,0.23,7097,-18.44,7117.0,1,7117.0,173.426,9.07
ECO09929,1.0,11.07,1.12,48.424,1,L,1.3,5.9,0,1,0,15.8,2.61,2.37,7098,-19.01,6696.3,2,6696.3,163.829,9.25
ECO09930,1.0,10.99,1.13,48.447,1,L,1.09,7.9,0,1,0,31.2,1.18,0.38,7099,-18.68,7150.7,1,7150.7,185.117,8.73
ECO09931,1.0,11.0,1.13,48.451,1,L,0.9,6.3,0,1,0,18.3,2.28,0.98,7100,-18.7,6600.6,1,6600.6,165.672,8.93
ECO09932,1.0,10.98,1.06,48.551,1,L,1.26,12.8,0,1,0,30.1,2.42,0.49,7101,-18.62,4934.9,2,4934.9,143.01,9.27
ECO09933,1.0,11.09,1.07,48.61,1,L,1.14,3.7,0,1,0,7.6,3.19,0.17,7102,-19.12,7046.1,1,7046.1,196.766,9.47
ECO09934,1.0,12.62,1.02,18.189,1,E,2.35,20.5,0,1,0,73.6,3.96,0.93,7103,-22.42,5831.5,2,5902.9,162.034,11.23
ECO09935,1.0,10.95,1.06,48.7,1,E,1.89,3.5,0,1,0,9.7,3.25,0.38,7104,-18.46,6987.3,2,6987.3,163.711,9.17
ECO09936,1.0,10.9,1.16,48.719,1,L,1.0,4.6,0,1,0,9.9,2.83,0.86,7105,-18.17,7359.7,2,7359.7,143.797,8.73
ECO09937,1.0,11.04,1.16,48.776,1,L,0.87,5.1,0,1,0,11.7,2.32,0.54,7106,-18.18,5212.6,1,5254.0,134.249,8.67
ECO09938,1.0,11.0,1.17,48.802,1,L,1.71,3.7,0,0,0,10.7,18.21,0.37,7107,-17.9,6924.7,1,6940.7,156.334,8.87
ECO09939,1.0,11.0,1.19,48.805,1,L,1.05,3.7,0,1,0,9.8,2.32,0.37,7107,-17.97,6924.7,1,6908.7,156.335,8.61
ECO09940,1.0,11.04,1.18,48.862,1,L,0.66,5.8,0,0,0,12.8,1.75,0.53,7106,-18.07,5212.6,1,5171.1,134.465,8.47
ECO09941,1.0,10.87,1.17,48.969,1,L,1.01,3.0,0,1,0,8.3,2.91,0.71,7108,-18.0,7361.4,1,7361.4,167.346,8.71
ECO09942,1.0,11.87,1.12,49.079,1,L,1.34,4.8,0,0,0,11.1,2.78,1.61,7109,-19.34,6776.4,1,6952.5,163.772,9.29
ECO09943,1.0,10.81,1.31,49.195,1,L,0.79,3.8,0,1,0,8.7,2.11,0.54,7110,-17.69,5869.1,2,5869.1,225.621,8.43
ECO09944,1.0,10.99,1.11,49.371,1,L,1.32,4.2,0,1,0,10.3,2.58,1.6,7111,-18.67,6708.1,1,6708.1,163.793,9.19
ECO09945,1.0,11.33,1.18,14.693,2,L,0.8,5.1,0,1,1,14.4,3.12,0.98,7112,-19.99,6453.6,1,6453.6,162.032,9.71
ECO09946,1.0,11.02,1.13,49.46,1,L,0.87,4.5,0,1,0,9.5,2.17,0.31,7113,-18.8,7065.9,2,7065.9,180.622,8.91
ECO09947,1.0,11.24,1.09,49.478,1,L,0.73,5.7,0,1,0,13.7,2.21,0.19,7114,-19.71,7084.9,1,7084.9,132.509,9.33
ECO09948,1.0,10.91,1.09,49.518,1,L,1.28,4.3,0,1,0,11.6,2.98,0.36,7115,-18.25,7312.1,2,7312.1,175.285,9.07
ECO09949,1.0,10.99,1.05,49.526,1,L,1.97,3.0,0,1,0,7.4,3.26,0.43,7116,-18.64,5931.0,2,5931.0,225.942,9.43
ECO09950,1.0,10.81,1.34,49.579,1,L,0.81,5.4,0,1,0,15.5,1.89,0.46,7117,-17.69,4016.3,1,4016.3,214.275,8.39
ECO09951,1.0,11.34,1.18,49.602,1,L,0.85,4.6,0,0,0,9.1,17.93,0.46,4385,-18.0,7108.4,1,7082.7,176.31,8.49
ECO09952,1.0,10.83,1.25,49.639,1,L,0.96,5.3,0,1,0,10.9,2.37,0.62,7118,-17.83,6915.3,1,6915.3,162.853,8.59
ECO09953,1.0,10.91,1.15,49.692,1,L,1.28,3.4,0,1,0,11.1,2.7,0.41,7119,-18.22,7088.2,1,7088.2,179.392,8.87
ECO09954,1.0,11.12,1.14,49.695,1,L,1.09,7.5,0,1,0,16.9,2.5,0.17,7120,-19.24,7198.4,2,7198.4,194.309,9.33
ECO09955,1.0,10.96,1.05,49.748,1,L,1.83,9.2,0,1,0,18.9,3.08,0.45,7121,-18.49,7216.3,2,7216.3,164.652,9.11
ECO09956,1.0,11.23,1.09,5.061,2,L,1.26,8.2,1,1,1,25.8,3.29,0.94,7122,-19.68,3566.8,1,3566.8,134.954,9.45
ECO09957,1.0,12.03,1.01,26.584,2,L,1.19,17.4,0,1,1,39.1,3.11,2.99,7123,-21.59,6238.4,2,6238.4,162.114,10.27
ECO09958,1.0,10.82,1.23,49.845,1,E,1.43,3.5,0,1,0,10.9,3.06,0.2,7124,-17.77,6261.5,1,6261.5,183.405,8.69
ECO09959,1.0,10.91,1.14,45.802,1,E,0.87,2.9,0,1,0,7.9,2.33,0.19,7125,-18.26,6577.2,1,6577.2,234.592,8.91
ECO09960,1.0,10.81,1.34,42.969,1,L,0.63,1.9,0,1,0,4.3,2.08,0.72,7126,-17.7,6470.2,1,6470.2,166.463,8.35
ECO09961,1.0,10.98,1.15,34.882,1,L,0.69,4.5,0,1,0,9.5,1.89,0.67,7127,-18.61,6748.1,2,6748.1,193.753,8.75
ECO09962,1.0,11.14,1.11,36.749,1,E,0.77,1.8,0,1,0,5.3,2.26,0.37,7128,-19.32,6000.9,1,6000.9,205.805,9.27
ECO09963,1.0,10.8,1.4,29.569,1,L,0.84,3.5,0,1,0,9.5,18.11,0.16,7129,-17.66,6553.1,1,6553.1,218.458,8.33
