name,ccb,logmh,ccr,dedeg,fhi,morphel,modelu_rcorr,r50,fg,fc,fa,r90,modelu_j,den1mpc,grp,absrmag,grpcz,fmorphel,cz,radeg,logmstar
ECO00001,1.0,12.17,1.01,25.966,2,L,1.48,10.0,0,1,1,33.7,3.3,0.54,1,-21.8,6454.9,1,6454.9,139.374,10.73
ECO00002,1.0,11.21,1.13,8.533,2,L,1.06,8.8,1,1,1,17.3,2.86,0.65,2,-19.28,4293.3,1,4338.9,185.078,9.37
ECO00003,1.0,11.14,1.45,9.606,2,L,0.87,9.8,0,0,1,21.6,1.97,1.03,3,-17.7,5425.4,1,5443.5,144.112,8.19
ECO00004,1.0,10.77,1.43,9.179,2,L,0.88,3.6,0,1,1,10.0,2.74,0.31,4,-17.49,6374.6,1,6374.6,144.992,8.45
ECO00005,1.0,10.77,1.32,10.219,1,E,1.4,3.1,0,1,1,7.7,2.9,0.64,5,-17.5,5713.0,1,5713.0,145.612,8.79
ECO00006,1.0,10.77,1.48,5.728,1,L,0.95,3.7,1,1,1,9.9,18.49,0.37,6,-17.51,6962.2,1,6962.2,148.788,8.31
ECO00007,1.0,10.76,1.58,10.124,2,L,1.2,6.5,0,1,1,17.8,2.58,1.52,7,-17.43,5230.4,1,5230.4,149.419,8.39
ECO00008,1.0,10.76,1.53,9.225,2,L,0.95,10.0,0,1,1,21.5,2.72,0.32,8,-17.43,4580.1,2,4580.1,155.82,8.43
ECO00009,1.0,10.75,1.52,10.622,1,L,1.22,4.8,0,1,1,9.9,18.75,0.41,9,-17.38,6383.6,1,6383.6,160.641,8.57
ECO00010,1.0,10.78,1.45,9.488,2,L,1.09,7.1,1,1,1,17.4,2.22,0.2,10,-17.55,4580.4,1,4580.4,185.603,8.51
ECO00011,1.0,10.85,1.18,11.073,2,L,1.2,12.5,0,1,1,30.0,2.45,0.22,11,-17.89,5824.9,1,5824.9,160.75,9.09
ECO00012,1.0,11.14,1.47,12.26,1,L,1.27,9.0,0,0,1,18.9,2.86,0.43,12,-17.51,6163.8,2,6141.2,162.755,8.69
ECO00013,1.0,10.78,1.45,7.447,2,L,0.82,6.0,1,1,1,16.4,2.64,0.72,13,-17.58,6613.3,1,6613.3,163.182,8.53
ECO00014,1.0,10.78,1.47,6.546,2,L,0.9,9.7,1,1,1,21.7,3.16,0.9,14,-17.56,6425.6,2,6425.6,164.61,8.61
ECO00015,1.0,10.77,1.5,5.56,2,L,0.97,6.6,1,1,1,15.7,2.94,0.95,15,-17.51,6651.7,1,6651.7,166.903,8.55
ECO00016,1.0,11.24,1.35,11.103,2,E,1.38,3.3,0,0,1,7.9,2.72,0.78,16,-17.48,5803.2,1,5850.1,169.1,8.65
ECO00017,1.0,10.77,1.42,11.714,2,L,0.7,3.3,0,1,1,10.4,18.11,0.37,17,-17.52,6137.8,1,6137.8,169.37,8.39
ECO00018,1.0,10.78,1.48,11.408,2,L,0.85,6.7,0,1,1,15.0,18.28,0.34,18,-17.55,6132.3,1,6132.3,169.854,8.65
ECO00019,1.0,10.81,1.36,6.708,2,L,1.21,15.8,1,1,1,39.4,3.43,0.78,19,-17.71,4105.3,1,4105.3,186.609,8.65
ECO00020,1.0,10.76,1.49,10.499,2,E,0.75,3.1,0,1,1,9.0,1.83,0.16,20,-17.42,4345.7,1,4345.7,170.487,8.23
ECO00021,1.0,12.89,1.52,8.909,1,L,1.6,5.3,0,0,1,12.1,18.84,2.57,21,-17.41,6288.2,1,6250.7,175.882,8.63
ECO00022,1.0,10.76,1.52,11.151,1,L,1.07,8.6,0,1,1,17.2,2.73,1.85,22,-17.44,6083.2,2,6083.2,175.93,8.65
ECO00023,1.0,10.76,1.52,10.911,2,L,1.23,5.8,0,1,1,11.6,2.11,1.45,23,-17.46,5906.5,2,5906.5,176.267,8.39
ECO00024,1.0,10.82,1.33,10.601,2,L,1.26,9.0,0,1,1,23.8,2.26,1.83,24,-17.76,6376.0,1,6376.0,177.383,8.67
ECO00025,1.0,10.85,1.23,10.201,2,L,0.83,17.4,0,1,1,49.5,2.52,0.5,25,-17.89,3051.6,1,3051.6,178.854,8.65
ECO00026,1.42,14.45,1.13,27.941,1,E,1.15,20.2,0,0,1,20.2,2.33,13.16,26,-19.17,6589.0,2,6110.2,194.998,8.85
ECO00027,1.0,10.75,1.48,10.948,2,E,0.76,3.4,1,1,1,8.6,2.42,0.29,27,-17.37,4423.7,1,4423.7,182.318,8.41
ECO00028,1.0,10.76,1.57,4.783,2,L,1.08,4.4,1,1,1,9.2,18.52,0.45,28,-17.45,6888.4,1,6888.4,184.446,8.23
ECO00029,1.0,10.9,1.5,15.082,1,L,0.7,2.9,0,0,1,7.1,18.21,0.58,29,-17.43,6406.9,1,6442.1,193.04,8.25
ECO00030,1.0,10.77,1.41,4.209,1,L,0.86,2.2,1,1,1,5.6,18.39,0.77,30,-17.49,6915.2,1,6915.2,201.816,8.35
ECO00031,1.0,10.9,1.11,4.93,2,L,1.13,10.4,1,1,1,17.9,18.02,4.65,31,-18.17,6839.0,1,6839.0,204.262,8.49
ECO00032,1.0,10.77,1.5,4.131,2,L,1.02,6.7,1,1,1,13.8,18.36,0.89,32,-17.5,6528.1,1,6528.1,204.726,8.49
ECO00033,1.0,12.13,1.34,4.813,1,L,1.05,7.7,1,0,1,22.5,2.16,4.75,33,-17.73,6787.3,1,6757.5,205.177,8.69
ECO00034,1.0,11.11,1.52,11.375,1,L,0.81,2.7,0,0,1,6.9,18.5,0.98,34,-17.34,6669.0,1,6789.8,209.232,8.31
ECO00035,1.0,10.78,1.37,7.834,2,L,0.77,5.0,0,1,1,9.7,2.36,0.22,35,-17.53,3379.1,1,3379.1,234.194,8.47
ECO00036,1.0,10.76,1.52,12.074,2,L,0.85,7.8,0,1,1,18.7,1.72,0.85,36,-17.46,4599.4,2,4599.4,211.427,8.31
ECO00037,1.0,10.75,1.5,12.468,2,E,0.77,3.5,0,1,1,10.2,1.51,0.77,37,-17.38,4199.6,1,4199.6,212.073,8.25
ECO00038,1.0,10.76,1.55,5.996,2,L,1.08,6.4,1,1,1,13.8,18.36,0.42,38,-17.46,5710.7,1,5710.7,145.59,8.47
ECO00039,1.0,10.81,1.42,11.347,2,L,0.96,9.3,0,1,1,22.2,2.51,0.16,39,-17.7,5533.4,1,5533.4,140.383,8.35
ECO00040,1.0,10.81,1.43,8.91,2,L,1.04,9.9,1,1,1,24.4,3.39,0.8,40,-17.71,5067.3,1,5067.3,146.46,8.35
ECO00041,1.0,10.81,1.29,4.521,1,L,1.35,8.0,1,1,1,15.8,2.54,0.37,41,-17.72,6395.9,1,6395.9,149.448,8.75
ECO00042,1.0,10.77,1.49,4.047,2,L,1.31,6.8,1,1,1,17.2,2.83,1.56,42,-17.5,6532.7,1,6532.7,165.475,8.47
ECO00043,1.0,10.83,1.29,4.444,1,L,1.29,11.5,1,1,1,27.0,18.37,0.71,43,-17.81,6014.8,1,6014.8,166.673,8.63
ECO00044,1.0,11.07,1.45,12.925,1,L,0.69,8.5,0,0,1,18.5,17.87,0.84,44,-17.55,5859.9,1,5802.6,169.279,8.51
ECO00045,1.0,10.74,1.55,13.01,1,L,1.0,6.4,0,1,1,12.7,2.41,0.26,45,-17.33,6382.4,1,6382.4,176.094,8.47
ECO00046,1.42,14.45,1.06,27.805,1,L,1.6,20.6,0,0,1,23.7,1.93,16.73,26,-18.73,6589.0,1,6842.3,195.219,9.07
ECO00047,1.0,10.83,1.3,11.821,2,L,1.2,13.2,0,1,1,30.9,18.04,1.35,46,-17.81,6355.4,1,6355.4,177.947,8.51
ECO00048,1.0,10.78,1.47,4.55,1,L,0.99,5.2,1,1,1,11.3,18.16,0.83,47,-17.55,5530.5,1,5530.5,180.652,8.53
ECO00049,1.0,10.77,1.51,11.227,2,L,1.18,9.3,1,1,1,25.5,3.01,0.2,48,-17.51,4661.0,1,4661.0,184.566,8.51
ECO00050,1.0,11.33,1.45,4.529,1,L,1.07,5.9,1,0,1,13.7,-15.71,4.46,49,-17.52,6798.5,2,6843.5,205.644,8.55
ECO00051,1.0,10.79,1.47,12.038,2,L,0.68,7.3,0,1,1,14.0,2.35,0.55,50,-17.61,6812.4,1,6812.4,206.528,8.49
ECO00052,1.0,10.78,1.44,10.951,1,L,0.93,5.9,0,1,1,13.5,3.06,0.44,51,-17.58,6853.7,1,6853.7,207.008,8.61
ECO00053,1.0,10.78,1.45,12.495,1,L,1.84,6.5,0,1,1,15.1,2.99,0.52,52,-17.55,6208.7,1,6208.7,175.806,8.69
ECO00054,1.0,10.77,1.56,13.04,2,L,0.96,5.6,0,1,1,13.0,2.28,0.82,53,-17.49,6810.3,1,6810.3,154.889,8.27
ECO00055,1.0,10.78,1.5,9.275,2,L,0.81,8.1,0,1,1,19.2,2.07,0.16,54,-17.55,5295.7,1,5295.7,160.037,8.59
ECO00056,1.0,12.08,1.25,27.517,1,E,1.63,3.1,0,0,1,9.5,3.29,3.21,55,-17.63,6017.0,1,5914.2,194.852,8.91
ECO00057,1.0,11.03,1.2,5.093,1,L,0.87,9.2,1,0,1,22.2,17.72,1.37,56,-18.01,6712.5,1,6759.1,167.324,8.35
ECO00058,1.0,10.78,1.41,9.814,2,L,0.83,6.4,1,1,1,17.5,18.13,0.3,57,-17.58,6295.6,2,6295.6,184.793,8.51
ECO00059,1.0,11.03,1.12,11.866,1,L,0.9,21.9,0,0,1,41.0,2.3,0.79,58,-18.08,3090.3,1,3065.7,172.297,8.67
ECO00060,1.0,10.79,1.46,25.124,1,L,0.94,4.8,0,1,1,11.9,2.57,0.6,59,-17.6,6089.2,1,6089.2,143.793,8.31
ECO00061,1.0,10.78,1.51,24.928,2,L,0.91,7.1,0,1,1,16.0,18.18,0.61,60,-17.53,6585.9,2,6585.9,148.822,8.33
ECO00062,1.0,10.77,1.52,24.858,2,L,1.12,4.4,0,1,1,9.4,18.54,0.6,61,-17.47,6627.1,2,6627.1,149.134,8.43
ECO00063,1.0,10.75,1.45,25.926,1,E,0.71,1.7,0,1,1,4.5,18.32,0.49,62,-17.37,6424.8,1,6424.8,150.563,8.51
ECO00064,1.0,10.78,1.29,27.689,1,E,1.7,2.0,0,1,1,4.7,3.46,0.46,63,-17.55,6108.6,1,6108.6,151.746,8.75
ECO00065,1.42,14.45,1.42,27.803,1,E,2.18,3.2,1,0,1,8.9,3.55,18.16,26,-17.41,6589.0,1,5704.5,194.569,9.09
ECO00066,1.0,13.42,1.25,25.56,1,E,2.4,2.5,0,0,1,6.5,4.04,3.32,64,-17.64,6085.3,1,6310.9,155.164,9.31
ECO00067,1.0,10.75,1.56,25.339,2,L,0.89,9.5,0,1,1,21.2,18.26,1.29,65,-17.4,6221.7,1,6221.7,158.067,8.41
ECO00068,1.0,10.75,1.49,15.511,2,L,1.24,4.0,0,1,1,9.7,18.54,0.52,66,-17.4,6163.3,2,6163.3,161.085,8.59
ECO00069,1.0,10.77,1.51,26.309,2,L,0.76,6.4,0,1,1,13.9,18.26,2.94,67,-17.5,6262.9,2,6262.9,161.707,8.47
ECO00070,1.0,11.28,1.58,26.635,1,L,0.98,4.5,0,0,1,9.3,18.64,1.34,68,-17.37,6501.9,1,6515.0,163.987,8.41
ECO00071,1.0,11.86,1.27,24.911,1,E,1.08,2.8,0,0,1,11.2,2.66,2.16,69,-17.64,6286.9,1,6188.1,165.864,8.85
ECO00072,1.0,10.75,1.57,25.893,2,L,0.67,6.3,0,1,1,14.1,18.57,0.33,70,-17.35,6668.4,1,6668.4,166.001,8.51
ECO00073,1.0,10.78,1.51,27.872,2,L,0.79,5.7,0,1,1,13.5,18.42,0.38,71,-17.54,6716.5,1,6716.5,169.334,8.45
ECO00074,1.0,10.75,1.42,27.254,1,E,2.08,4.1,1,1,1,10.8,3.93,0.66,72,-17.38,5248.0,1,5248.0,194.309,9.01
ECO00075,1.0,10.76,1.46,26.611,1,E,1.8,4.1,0,1,1,10.7,19.06,1.56,73,-17.46,6956.5,1,6956.5,174.751,8.89
ECO00076,1.0,12.6,1.58,26.49,1,L,0.76,4.9,0,0,1,11.3,18.79,2.6,74,-17.35,6833.7,1,6866.2,174.867,8.53
ECO00077,1.0,11.65,1.43,25.935,1,E,0.84,2.3,0,0,1,5.3,3.21,2.73,75,-17.35,6831.0,1,6810.5,175.379,8.57
ECO00078,1.0,10.76,1.38,26.122,1,E,0.95,2.1,0,1,1,5.5,2.95,2.62,76,-17.44,6847.6,1,6847.6,175.531,8.61
ECO00079,1.0,10.76,1.44,26.286,1,L,1.61,3.8,0,1,1,10.6,3.97,2.32,77,-17.43,6883.3,1,6883.3,184.953,8.69
ECO00080,1.0,10.79,1.45,26.299,1,L,1.17,7.2,0,1,1,19.8,3.9,4.05,78,-17.6,6605.8,1,6605.8,189.443,8.67
ECO00081,1.0,10.92,1.4,26.492,1,E,1.56,3.8,0,0,1,9.0,3.34,1.51,79,-17.48,6814.2,1,6718.8,189.553,8.87
ECO00082,1.0,10.92,1.4,26.374,1,L,0.57,6.1,0,1,1,13.9,18.63,1.43,79,-17.61,6814.2,1,6909.6,189.621,8.71
ECO00083,1.0,10.77,1.33,26.672,1,E,0.91,1.9,0,1,1,4.4,3.07,0.53,80,-17.5,6021.3,1,6021.3,189.867,8.81
ECO00084,1.0,10.8,1.3,27.285,1,L,1.64,4.0,0,1,1,12.1,2.99,13.47,81,-17.65,6704.1,1,6704.1,194.018,8.71
ECO00085,1.0,10.76,1.42,26.339,1,E,1.09,2.7,0,1,1,6.2,19.02,1.83,82,-17.41,6923.7,1,6923.7,193.324,8.67
ECO00086,1.0,10.97,1.11,26.212,2,L,0.93,11.2,0,1,1,26.0,2.18,0.43,83,-18.16,3991.8,1,3998.9,199.191,8.91
ECO00087,1.0,12.58,1.4,13.936,1,L,1.26,3.3,0,0,1,8.4,18.49,1.27,84,-17.53,6447.8,1,6414.1,201.016,8.51
ECO00088,1.0,10.77,1.43,13.91,2,L,0.93,3.2,0,1,1,8.3,18.38,1.02,85,-17.52,6630.9,1,6630.9,201.442,8.37
ECO00089,1.0,10.75,1.56,9.353,1,L,1.24,3.7,0,1,1,7.6,18.86,1.79,86,-17.35,6940.8,1,6940.8,202.821,8.55
ECO00090,1.0,12.45,1.46,14.045,1,L,1.92,4.3,0,0,1,10.1,4.19,1.89,87,-17.47,6889.1,1,6791.4,207.882,8.93
ECO00091,1.0,10.86,1.17,6.92,2,L,1.19,9.9,0,1,1,21.3,17.41,0.72,88,-17.98,6745.2,1,6745.2,208.076,8.71
ECO00092,1.0,10.76,1.41,8.598,1,E,1.34,2.4,0,1,1,5.7,18.93,1.81,89,-17.42,6884.5,1,6884.5,208.195,8.51
ECO00093,1.0,10.81,1.3,14.208,1,L,1.43,4.7,0,1,1,10.0,18.58,1.82,90,-17.73,6774.4,1,6774.4,208.219,8.69
ECO00094,1.0,10.78,1.38,14.038,2,L,0.86,7.0,0,1,1,15.1,2.23,0.39,91,-17.54,2745.8,1,2745.8,147.919,8.39
ECO00095,1.0,10.75,1.47,12.485,1,L,1.18,5.9,0,1,1,13.1,3.07,0.74,92,-17.35,5386.5,2,5386.5,210.756,8.65
ECO00096,1.0,13.48,1.38,9.534,1,E,2.04,4.2,1,0,1,10.2,-15.88,3.27,93,-17.54,7017.2,1,6734.1,210.922,9.01
ECO00097,1.0,11.4,1.47,11.699,1,E,0.82,2.4,0,0,1,6.7,2.46,0.96,94,-17.43,4640.8,1,4659.2,211.204,8.33
ECO00098,1.0,10.77,1.41,10.97,1,E,0.79,1.6,0,1,1,5.6,18.45,0.3,95,-17.47,6741.5,1,6741.5,214.188,8.43
ECO00099,1.0,10.75,1.4,10.62,1,E,0.73,1.9,0,1,1,4.0,18.78,0.46,96,-17.4,6539.1,1,6539.1,226.03,8.55
ECO00100,1.0,10.76,1.43,10.524,1,L,1.47,3.2,0,1,1,6.7,3.26,0.8,97,-17.44,6374.4,1,6374.4,229.282,8.63
ECO00101,1.0,10.74,1.46,8.657,1,E,1.32,3.0,0,1,1,8.3,2.77,0.17,98,-17.33,3770.5,1,3770.5,236.613,8.57
ECO00102,1.0,11.02,1.11,25.396,2,L,0.82,6.3,0,1,1,13.0,2.66,0.21,99,-18.81,5802.3,2,5802.3,157.303,9.03
ECO00103,1.0,11.76,1.17,10.411,1,L,0.61,8.8,0,0,1,16.8,0.75,1.0,100,-18.11,5435.0,1,5585.3,211.335,8.37
ECO00104,1.0,10.76,1.54,13.164,2,L,1.03,9.8,0,1,1,21.1,2.26,0.49,101,-17.44,4076.5,2,4076.5,131.696,8.41
ECO00105,1.0,12.13,1.19,26.496,2,L,0.91,5.3,0,0,1,11.2,3.24,1.88,102,-17.84,4472.8,1,4432.3,214.619,8.85
ECO00106,1.0,11.23,1.55,10.852,2,L,0.96,6.7,0,0,1,15.3,3.24,0.74,103,-17.33,6628.6,1,6666.2,227.321,8.45
ECO00107,1.0,12.93,1.39,9.675,1,L,1.59,5.5,0,0,1,14.7,19.02,0.88,104,-17.61,6987.5,1,6919.8,201.07,8.65
ECO00108,1.0,11.04,1.52,24.423,1,L,0.71,7.8,0,0,1,18.0,2.74,2.29,105,-17.42,6185.7,1,6174.9,156.123,8.69
ECO00109,1.0,11.81,1.48,27.363,1,L,1.08,5.5,0,0,1,13.6,2.8,1.07,106,-17.47,6510.8,1,6487.9,178.894,8.93
ECO00110,1.0,10.75,1.39,27.46,1,E,2.06,2.4,0,1,1,5.2,3.77,4.73,107,-17.39,6850.6,1,6850.6,195.047,8.93
ECO00111,1.0,10.79,1.51,25.15,2,L,0.64,10.9,0,1,1,24.6,1.93,0.5,108,-17.61,6177.0,1,6177.0,178.622,8.31
ECO00112,1.0,10.75,1.47,25.787,1,E,0.81,2.4,0,1,1,8.2,18.78,2.57,109,-17.34,6873.4,1,6873.4,174.809,8.47
ECO00113,1.0,10.86,1.14,25.461,2,L,0.76,10.2,0,1,1,23.1,2.39,0.52,110,-18.0,6023.2,1,6023.2,178.755,8.87
ECO00114,1.0,10.77,1.49,27.458,1,L,1.1,9.0,0,1,1,21.5,2.88,1.6,111,-17.52,6356.7,1,6356.7,161.928,8.39
ECO00115,1.0,12.44,1.38,24.858,1,L,1.31,6.7,0,0,1,14.5,2.66,1.4,112,-17.64,6176.8,1,6240.8,157.946,8.65
ECO00116,1.0,12.07,1.46,25.392,1,L,1.31,7.8,0,0,1,16.8,3.07,1.69,113,-17.54,6703.4,2,6751.3,175.079,8.67
ECO00117,1.0,11.78,1.09,15.851,1,L,1.94,10.7,0,0,1,25.9,3.43,0.56,114,-19.2,5615.2,2,5651.8,162.362,9.63
ECO00118,1.0,10.81,1.31,13.298,2,L,1.0,9.5,0,1,1,21.7,2.94,0.76,115,-17.72,6475.7,1,6475.7,206.819,8.67
ECO00119,1.0,10.76,1.5,13.714,2,L,1.12,12.4,0,1,1,25.0,2.67,0.81,116,-17.43,2945.5,2,2945.5,161.339,8.55
ECO00120,1.0,10.76,1.46,13.948,1,L,0.91,3.3,0,1,1,8.5,18.32,0.17,117,-17.42,5708.7,1,5708.7,140.191,8.43
ECO00121,1.0,10.93,1.49,13.983,2,L,1.13,8.0,0,0,1,21.4,2.59,0.44,118,-17.46,6132.6,1,6107.3,207.764,8.51
ECO00122,1.0,10.77,1.43,13.857,1,L,1.72,7.9,0,1,1,17.3,3.05,1.41,119,-17.47,6929.3,1,6929.3,207.601,8.79
ECO00123,1.0,13.03,1.21,14.13,1,L,1.71,6.5,0,0,1,15.1,-15.03,2.08,120,-17.81,6815.7,1,6846.4,208.026,8.95
ECO00124,1.0,10.88,1.16,4.482,2,L,0.92,4.8,1,1,1,10.0,2.11,0.18,121,-18.1,5522.4,1,5522.4,212.888,8.75
ECO00125,1.0,10.75,1.56,27.244,2,L,1.0,10.9,0,1,1,21.1,2.04,0.91,122,-17.38,4871.3,2,4871.3,216.526,8.37
ECO00126,1.0,13.42,1.52,25.819,1,L,1.76,6.2,0,0,1,12.9,3.85,2.09,64,-17.44,6085.3,1,5844.0,155.217,8.67
ECO00127,1.0,11.26,1.42,26.383,2,L,0.57,6.5,0,0,1,17.9,18.53,2.64,123,-17.52,6883.3,1,6887.0,175.195,9.07
ECO00128,1.0,10.78,1.48,27.076,1,L,1.56,6.0,0,1,1,14.3,2.67,0.82,124,-17.58,6459.1,1,6459.1,179.612,8.57
ECO00129,1.0,10.81,1.32,27.089,1,L,1.8,6.3,0,1,1,16.6,2.73,4.15,125,-17.71,6849.7,1,6849.7,193.957,8.69
ECO00130,1.0,10.82,1.39,6.601,2,L,1.06,8.9,0,1,1,20.1,3.0,0.51,126,-17.76,6387.2,2,6387.2,200.379,8.41
ECO00131,1.0,10.81,1.36,8.921,1,L,1.13,6.8,1,1,1,17.1,3.36,2.91,127,-17.7,6918.4,1,6918.4,211.23,8.75
ECO00132,1.42,14.45,1.35,27.896,1,E,2.26,1.9,0,0,1,5.6,-15.94,27.16,26,-17.47,6589.0,1,6419.5,194.811,9.15
ECO00133,1.42,14.45,1.11,27.92,1,L,1.7,17.2,0,0,1,17.2,2.3,26.38,26,-18.95,6589.0,1,6937.0,194.848,9.17
ECO00134,1.0,10.77,1.34,27.232,1,E,2.02,3.7,1,1,1,10.7,19.25,16.47,128,-17.52,6479.8,1,6479.8,194.481,8.99
ECO00135,1.0,10.76,1.38,5.127,2,E,1.16,2.6,1,1,1,5.8,2.77,0.15,129,-17.44,5125.0,1,5125.0,166.061,8.63
ECO00136,1.0,10.75,1.52,11.634,2,L,1.41,19.3,0,1,1,39.7,-99.99,0.37,130,-17.38,2633.0,1,2633.0,178.314,8.71
ECO00137,1.0,10.76,1.39,6.885,1,E,0.79,2.6,1,1,1,6.4,2.39,0.32,131,-17.46,5549.7,1,5549.7,171.862,8.47
ECO00138,1.0,11.4,1.56,6.96,2,L,1.07,7.5,0,0,1,20.0,18.28,1.58,132,-17.45,5913.1,1,5835.0,177.394,8.17
ECO00139,1.0,10.77,1.41,8.158,2,E,1.14,2.4,0,1,1,6.8,18.48,0.29,133,-17.48,6865.4,1,6865.4,180.671,8.39
ECO00140,1.0,10.8,1.5,8.501,1,L,1.05,9.8,1,1,1,25.1,2.83,0.32,134,-17.63,5617.4,1,5617.4,171.905,8.35
ECO00141,1.0,10.75,1.46,5.411,2,E,1.05,3.6,1,1,1,9.8,2.69,1.03,135,-17.39,6170.1,1,6170.1,166.831,8.59
ECO00142,1.0,10.75,1.55,7.661,2,L,0.71,6.6,0,1,1,14.6,18.27,1.07,136,-17.38,6174.4,1,6174.4,172.502,8.43
ECO00143,1.0,11.68,1.12,14.29,1,L,1.95,4.6,0,0,1,11.7,3.0,1.81,137,-17.92,6854.7,1,6703.9,181.385,9.15
ECO00144,1.0,11.22,1.49,14.21,2,L,1.18,7.3,1,0,1,17.7,2.4,0.71,138,-17.58,6542.4,1,6591.8,184.029,8.33
ECO00145,1.0,10.76,1.62,14.165,2,L,0.97,8.4,1,1,1,18.2,18.05,0.4,139,-17.42,6279.6,1,6279.6,182.807,8.31
ECO00146,1.0,11.16,1.21,15.475,1,E,1.55,3.4,0,0,1,8.9,2.92,1.02,140,-17.79,6332.9,1,6339.7,176.832,8.79
ECO00147,1.0,10.76,1.52,8.594,2,L,0.82,6.2,0,1,1,14.4,2.41,0.21,141,-17.42,3565.8,1,3565.8,234.726,8.45
ECO00148,1.0,10.75,1.49,6.913,1,L,1.66,3.4,0,1,1,8.6,3.0,1.57,142,-17.36,6965.0,1,6965.0,206.809,8.63
ECO00149,1.0,10.91,1.46,6.007,1,L,1.2,6.2,0,1,1,17.3,3.14,2.81,143,-17.51,6992.0,1,6992.5,205.341,8.55
ECO00150,1.0,10.78,1.45,6.735,2,L,1.16,4.4,1,1,1,10.2,18.55,0.25,144,-17.54,6788.3,1,6788.3,215.196,8.57
ECO00151,1.0,11.11,1.53,7.767,1,L,1.06,6.4,0,0,1,14.1,18.52,1.83,145,-17.51,6951.9,1,6913.3,205.795,8.47
ECO00152,1.0,10.77,1.38,6.173,2,L,0.82,5.0,0,1,1,12.1,3.06,0.16,146,-17.5,3320.9,2,3320.9,179.083,8.45
ECO00153,1.0,10.77,1.46,6.317,1,L,0.85,3.1,1,1,1,7.7,18.25,0.54,147,-17.48,6574.3,1,6574.3,230.799,8.33
ECO00154,1.0,11.18,1.36,10.104,2,L,1.15,5.9,0,0,1,13.2,2.43,0.45,148,-17.67,4887.4,1,4907.0,209.098,8.55
ECO00155,1.0,10.77,1.34,10.039,1,E,1.31,2.1,0,1,1,5.5,3.58,1.71,149,-17.51,6962.1,1,6962.1,209.654,8.67
ECO00156,1.0,11.12,1.52,12.229,2,L,1.1,6.8,0,0,1,15.1,3.36,0.32,150,-17.51,6923.7,1,6956.8,216.448,8.27
ECO00157,1.0,10.83,1.25,12.968,2,L,1.18,12.2,0,1,1,28.8,2.63,0.23,151,-17.83,5915.5,1,5915.5,215.859,8.77
ECO00158,1.0,11.52,1.39,13.727,1,E,1.0,3.7,0,0,1,10.2,18.47,0.37,152,-17.41,5614.5,1,5682.9,216.294,8.77
ECO00159,1.0,10.75,1.55,13.814,2,L,0.88,6.5,0,1,1,12.2,2.05,0.89,153,-17.38,5052.0,1,5052.0,214.728,8.35
ECO00160,1.0,10.77,1.38,14.467,1,E,1.27,2.0,0,1,1,4.4,18.6,0.72,154,-17.49,6134.5,1,6134.5,178.777,8.49
ECO00161,1.0,10.82,1.37,14.453,2,L,0.91,7.0,0,1,1,20.1,1.92,0.5,155,-17.74,5991.7,1,5991.7,177.657,8.41
ECO00162,1.0,11.73,1.46,15.114,1,L,0.9,3.3,0,0,1,7.2,18.61,1.04,156,-17.46,6680.6,1,6643.2,178.302,8.45
ECO00163,1.0,10.77,1.43,15.882,1,L,0.64,2.4,0,1,1,5.1,18.05,0.7,157,-17.51,6584.3,1,6584.3,193.867,8.19
ECO00164,1.0,11.65,1.41,25.675,1,L,1.03,3.9,0,0,1,10.7,18.61,0.76,158,-17.4,6030.8,2,6100.1,135.745,8.67
ECO00165,1.0,10.8,1.43,25.978,2,L,0.96,4.9,0,1,1,12.4,2.34,0.3,159,-17.64,6536.4,1,6536.4,133.284,8.43
ECO00166,1.0,10.77,1.56,27.254,2,L,0.97,6.5,0,1,1,15.5,18.4,0.27,160,-17.48,6868.5,2,6868.5,228.489,8.35
ECO00167,1.0,11.07,1.36,6.764,1,L,1.22,4.6,1,0,1,9.1,2.9,0.37,161,-17.52,5461.0,1,5425.0,191.199,8.59
ECO00168,1.0,13.01,1.02,27.465,2,L,2.24,7.0,0,1,1,7.0,-0.14,2.79,162,-22.7,6628.9,1,6635.5,191.846,9.13
ECO00169,1.0,10.86,1.17,26.729,2,L,0.64,8.3,0,1,1,19.8,2.53,6.22,163,-17.99,6612.9,1,6612.9,195.988,8.57
ECO00170,1.0,10.93,1.48,27.549,1,L,1.94,5.8,0,0,1,14.2,20.13,18.28,164,-17.44,6499.4,1,6534.8,195.419,8.69
ECO00171,1.0,11.26,1.11,26.269,1,L,0.98,8.6,0,0,1,18.5,2.75,2.51,123,-18.87,6883.3,1,6834.4,175.27,9.29
ECO00172,1.0,10.95,1.52,27.592,1,L,1.02,5.8,0,0,1,13.9,18.45,2.91,165,-17.48,6961.3,1,6847.5,192.436,8.51
ECO00173,1.0,11.1,1.44,27.393,1,L,1.03,3.0,0,0,1,7.6,2.29,1.83,166,-17.41,5447.5,1,5472.0,195.636,8.39
ECO00174,1.0,10.76,1.38,7.056,2,L,1.15,10.1,1,1,1,22.8,2.72,0.46,167,-17.46,3339.3,2,3339.3,140.007,8.69
ECO00175,1.0,10.78,1.5,11.957,1,L,1.15,6.7,0,1,1,13.5,18.54,0.53,168,-17.55,6807.8,1,6807.8,205.741,8.49
